Date,Time,Open,High,Low,Close,Volume
2017.08.16,12:00,4123.65,4124.58,4123.08,4123.08,10
2017.08.16,16:00,4123.08,4363.16,4092.45,4286.73,6812
2017.08.16,20:00,4286.74,4337.2,4247.2,4336.2,5244
2017.08.17,0:00,4335.82,4385.18,4271.42,4343.43,7221
2017.08.17,4:00,4341.28,4362.25,4221.22,4291.26,5971
2017.08.17,8:00,4291.27,4353.19,4262.86,4348.26,4304
2017.08.17,12:00,4347.75,4462.19,4347.2,4424.19,5697
2017.08.17,16:00,4423.2,4462.19,4248.38,4339.2,6877
2017.08.17,20:00,4338.24,4338.24,4173.22,4311.45,4941
2017.08.18,0:00,4312.34,4348.2,4249.11,4249.11,2724
2017.08.18,4:00,4248.51,4285.2,4188.56,4266.05,4541
2017.08.18,8:00,4266.05,4307.2,4253.19,4273.24,3633
2017.08.18,12:00,4275.96,4343.19,4275.96,4302.2,4139
2017.08.18,16:00,4302.23,4303.19,4208.2,4237.67,3065
2017.08.18,20:00,4236.31,4237.22,4000.52,4000.8,5905
2017.08.21,0:00,4114.2,4136.2,4032.73,4072.2,4949
2017.08.21,4:00,4074.71,4078.19,4033.21,4061.44,6362
2017.08.21,8:00,4061.5,4061.92,3948.21,4054.46,10678
2017.08.21,12:00,4054.47,4068.18,4017.45,4025.27,12350
2017.08.21,16:00,4023.18,4029.16,3965.45,3995.59,6048
2017.08.21,20:00,3996.24,4013.19,3973.2,3986.19,4763
2017.08.22,0:00,3986.2,4035.69,3865.2,3880.17,4994
2017.08.22,4:00,3880.16,3902.67,3650.94,3650.94,4386
2017.08.22,8:00,3650.34,3848.96,3585.8,3828.12,7386
2017.08.22,12:00,3828.13,3993.19,3828.13,3976.28,7636
2017.08.22,16:00,3976.3,3977.98,3860.98,3945.46,8208
2017.08.22,20:00,3945.48,4133.55,3945.44,4061.21,5602
2017.08.23,0:00,4062.17,4089.2,4009.99,4059.32,3128
2017.08.23,4:00,4060.22,4128.19,4054.58,4093.7,3105
2017.08.23,8:00,4093.71,4138.24,4064.96,4138.24,1878
2017.08.23,12:00,4152.19,4240.99,4152.19,4205.98,7186
2017.08.23,16:00,4205.99,4233.2,4172.59,4219.19,1681
2017.08.23,20:00,4219.15,4219.15,4068.21,4122.57,3297
2017.08.24,0:00,4122.88,4147.2,4079.36,4129.21,6391
2017.08.24,4:00,4126.41,4206.2,4100.97,4131.48,3287
2017.08.24,8:00,4131.21,4203.19,4122.82,4203.19,3830
2017.08.24,12:00,4203.24,4206.19,4144.67,4164.66,4249
2017.08.24,16:00,4163.67,4237.19,4159.2,4210.22,3490
2017.08.24,20:00,4210.23,4224.14,4179.29,4222.2,2504
2017.08.25,0:00,4222.7,4356.36,4211.21,4356.36,2775
2017.08.25,4:00,4356.2,4357.19,4302.09,4313.21,4290
2017.08.25,8:00,4310.57,4344.19,4290.23,4344.19,3716
2017.08.25,12:00,4344.21,4354.47,4324.65,4343.17,3800
2017.08.25,16:00,4343.18,4443.19,4338.21,4443.19,1238
2017.08.25,20:00,4443.2,4444.54,4272.98,4317.23,2247
2017.08.28,0:00,4357.84,4358.19,4290.58,4290.58,8630
2017.08.28,4:00,4290.22,4307.65,4188.21,4249.43,6546
2017.08.28,8:00,4249.44,4298.65,4218.13,4285.22,3246
2017.08.28,12:00,4285.22,4313.18,4275.2,4286.2,4357
2017.08.28,16:00,4286.2,4318.19,4281.36,4318.19,4551
2017.08.28,20:00,4318.39,4341.87,4318.19,4328.05,2462
2017.08.29,0:00,4327.98,4384.19,4327.89,4359.66,4240
2017.08.29,4:00,4359.67,4387.2,4342.54,4377.67,2995
2017.08.29,8:00,4377.68,4379.22,4343.2,4359.99,2562
2017.08.29,12:00,4359.99,4428.16,4343.2,4428.16,6086
2017.08.29,16:00,4428.17,4635.03,4419.57,4551.93,4972
2017.08.29,20:00,4551.91,4602.77,4527.2,4580.25,3624
2017.08.30,0:00,4581.72,4629.03,4561.06,4587.78,4042
2017.08.30,4:00,4587.89,4623.41,4585.21,4606.94,3596
2017.08.30,8:00,4606.93,4626.08,4568.21,4584.69,2643
2017.08.30,12:00,4583.21,4583.21,4493.76,4568.66,2068
2017.08.30,16:00,4568.64,4581.18,4540.5,4581.18,1274
2017.08.30,20:00,4581.13,4583.88,4533.21,4563.19,1544
2017.08.31,0:00,4563.2,4588.18,4541.08,4588.18,2606
2017.08.31,4:00,4594.39,4625.44,4590.74,4621.86,1998
2017.08.31,8:00,4621.78,4632.18,4603.46,4612.2,1170
2017.08.31,12:00,4611.25,4704.48,4603.47,4690.85,1874
2017.08.31,16:00,4690.7,4737.21,4673.24,4730.49,2991
2017.08.31,20:00,4728.84,4762.22,4710.49,4731.2,1521
2017.09.01,0:00,4731.26,4753.69,4728.55,4753.69,414
2017.09.01,4:00,4753.7,4769.27,4704,4704,1227
2017.09.01,8:00,4706.16,4782.19,4699.2,4782.19,888
2017.09.01,12:00,4782.2,4851.47,4765.98,4850.22,1247
2017.09.01,16:00,4850.25,4868.17,4783.2,4823.53,1802
2017.09.01,20:00,4823.55,4908.2,4823.2,4871.89,1548
2017.09.04,0:00,4568.34,4638.14,4548.21,4576.16,834
2017.09.04,4:00,4576.61,4585.48,4553.21,4566.48,640
2017.09.04,8:00,4566.35,4574.94,4363.25,4409.11,3790
2017.09.04,12:00,4409.16,4528.98,4350.18,4475.24,12139
2017.09.04,16:00,4475.21,4529.8,4224.64,4348.7,11855
2017.09.04,20:00,4347.35,4548.15,4227.37,4508.21,11896
2017.09.05,0:00,4508.22,4569.12,4371.79,4396.69,7974
2017.09.05,4:00,4396.68,4431.3,4233.11,4324.56,12925
2017.09.05,8:00,4324.61,4441.73,4251.75,4374.18,12341
2017.09.05,12:00,4372.14,4467.18,4327.22,4417.74,11594
2017.09.05,16:00,4417.64,4450.1,4295.3,4383.2,8668
2017.09.05,20:00,4381.6,4496.12,4365.09,4445.24,6510
2017.09.06,0:00,4445.24,4502.2,4409.38,4465.9,5512
2017.09.06,4:00,4465.89,4517.32,4419.21,4432.74,4183
2017.09.06,8:00,4432.78,4651.19,4425.1,4650.71,7185
2017.09.06,12:00,4650.71,4685.19,4623.97,4673.18,6634
2017.09.06,16:00,4668.87,4673.09,4588.2,4613.8,4273
2017.09.06,20:00,4613.2,4649.19,4531.17,4557.45,2842
2017.09.07,0:00,4551.76,4618.19,4533.53,4548.21,5956
2017.09.07,4:00,4552.2,4565.08,4490.91,4540.19,5448
2017.09.07,8:00,4540.2,4561.47,4469.76,4541.19,7987
2017.09.07,12:00,4541.24,4643.19,4532.17,4643.14,7266
2017.09.07,16:00,4643.14,4658.59,4623.2,4623.2,4608
2017.09.07,20:00,4619.25,4619.26,4563.68,4563.68,982
2017.09.08,0:00,4562.84,4625.13,4562.28,4597.81,2760
2017.09.08,4:00,4597.43,4613.2,4573.17,4573.17,652
2017.09.08,8:00,4573.2,4673.18,4573.2,4673.18,1687
2017.09.08,12:00,4672.98,4672.98,4623.2,4633.61,2977
2017.09.08,16:00,4633.2,4633.2,4253.19,4409.34,8431
2017.09.08,20:00,4409.31,4418.74,4128.62,4237.56,7531
2017.09.11,0:00,4274.34,4289.65,4210.71,4221.76,2951
2017.09.11,4:00,4228.92,4353.2,4145.08,4188.2,4599
2017.09.11,8:00,4188.44,4215.19,4104.52,4160.23,5699
2017.09.11,12:00,4160.49,4205.19,4153.21,4195.19,9091
