Date,Time,Open,High,Low,Close,Volume
2020.10.27,4:15,13113.9,13115.9,13104.9,13108.9,32
2020.10.27,4:30,13105.9,13130.9,13104.9,13124.9,61
2020.10.27,4:45,13121.9,13121.9,13059.9,13079.9,388
2020.10.27,5:00,13079.9,13110.9,13079.9,13110.9,127
2020.10.27,5:15,13109.9,13120.9,13085.9,13086.9,355
2020.10.27,5:30,13085.9,13097.9,13079.9,13087.9,182
2020.10.27,5:45,13086.9,13100.9,13079.9,13089.9,275
2020.10.27,6:00,13090.9,13114.9,13090.9,13114.9,212
2020.10.27,6:15,13114.9,13116.9,13095.9,13101.9,131
2020.10.27,6:30,13101.9,13106.9,13101.9,13105.9,70
2020.10.27,6:45,13104.9,13129.9,13104.9,13129.9,206
2020.10.27,7:00,13129.9,13148.9,13117.9,13121.9,413
2020.10.27,7:15,13120.9,13120.9,13094.9,13094.9,371
2020.10.27,7:30,13094.9,13106.9,13092.9,13094.9,83
2020.10.27,7:45,13094.9,13108.9,13094.9,13097.9,95
2020.10.27,8:00,13097.9,13098.9,13079.9,13089.9,99
2020.10.27,8:15,13089.9,13107.9,13079.9,13085.9,138
2020.10.27,8:30,13085.9,13087.9,13072.9,13087.9,123
2020.10.27,8:45,13087.9,13109.9,13087.9,13109.9,52
2020.10.27,9:00,13109.9,13119.9,13095.9,13118.9,167
2020.10.27,9:15,13118.9,13129.9,13115.9,13115.9,41
2020.10.27,9:30,13114.9,13138.9,13106.9,13138.9,77
2020.10.27,9:45,13138.9,13160.9,13121.9,13151.9,400
2020.10.27,10:00,13151.9,13171.9,13140.9,13140.9,163
2020.10.27,10:15,13140.9,13152.9,13130.9,13151.9,179
2020.10.27,10:30,13151.9,13167.9,13130.9,13148.9,153
2020.10.27,10:45,13148.9,13171.9,13148.9,13152.9,134
2020.10.27,11:00,13151.9,13153.9,13125.9,13129.9,166
2020.10.27,11:15,13129.9,13135.9,13097.9,13124.9,204
2020.10.27,11:30,13124.9,13126.9,13102.9,13119.9,182
2020.10.27,11:45,13119.9,13148.9,13119.9,13148.9,122
2020.10.27,12:00,13147.9,13147.9,13142.9,13146.9,29
2020.10.27,12:15,13146.9,13203.9,13146.9,13198.9,259
2020.10.27,12:30,13198.9,13298.9,13182.9,13298.9,1053
2020.10.27,12:45,13293.9,13295.9,13255.9,13268.9,466
2020.10.27,13:00,13268.9,13314.9,13266.9,13288.9,632
2020.10.27,13:15,13288.9,13466.9,13273.9,13455.9,2260
2020.10.27,13:30,13455.9,13496.9,13385.9,13414.9,2011
2020.10.27,13:45,13413.9,13448.9,13399.9,13448.9,652
