Date,Time,Open,High,Low,Close,Volume
2018.03.23,8:30,8191.08,8191.81,8124.34,8155.49,326
2018.03.23,9:00,8155.68,8212.58,8153.59,8193.17,322
2018.03.23,9:30,8193.17,8207.8,8162.56,8183.52,283
2018.03.23,10:00,8183.52,8284.53,8178.45,8272.34,351
2018.03.23,10:30,8273.12,8306.57,8256.45,8267.86,359
2018.03.23,11:00,8267.96,8320.9,8254.99,8316.9,323
2018.03.23,11:30,8316.9,8317.39,8275.95,8275.95,327
2018.03.23,12:00,8263.57,8282.48,8205.56,8236.07,317
2018.03.23,12:30,8236.37,8272.73,8236.07,8261.62,305
2018.03.23,13:00,8261.72,8268.74,8228.57,8228.57,308
2018.03.23,13:30,8228.37,8305.79,8228.37,8299.16,329
2018.03.23,14:00,8299.25,8299.25,8218.04,8229.15,352
2018.03.23,14:30,8229.15,8237.44,8071.98,8102.01,385
2018.03.23,15:00,8102.11,8130.48,8080.95,8105.62,375
2018.03.23,15:30,8105.62,8159.15,8095.97,8159.15,346
2018.03.23,16:00,8158.95,8252.55,8158.95,8228.96,356
2018.03.23,16:30,8228.96,8384.37,8218.91,8361.75,383
2018.03.23,17:00,8361.75,8480.7,8350.73,8406.02,345
2018.03.23,17:30,8406.02,8426.1,8360.29,8417.91,332
2018.03.23,18:00,8418.4,8453.69,8370.53,8390.12,331
2018.03.23,18:30,8390.22,8447.36,8372.18,8421.23,350
2018.03.23,19:00,8421.23,8448.92,8395.19,8409.14,272
2018.03.23,19:30,8409.14,8429.12,8396.27,8403.68,292
2018.03.23,20:00,8404.65,8503.13,8389.05,8462.37,340
2018.03.23,20:30,8462.47,8469.88,8335.62,8411.38,334
2018.03.23,21:00,8411.48,8412.55,8368.38,8383.4,297
2018.03.23,21:30,8384.18,8417.23,8383.01,8403.68,269
2018.03.23,22:00,8403.58,8403.68,8353.95,8354.93,303
2018.03.23,22:30,8356.88,8395.68,8354.83,8392.07,338
2018.03.26,0:00,8367.31,8390.51,8351.51,8370.14,222
2018.03.26,0:30,8370.04,8404.94,8351.61,8393.88,217
